Feature	Importance
보유여부_해외겸용_신용_본인	24.603761672973633
포인트_마일리지_건별_B0M	24.51626968383789
방문월수_모바일웹_R6M	24.5041446685791
잔액_일시불_B2M	24.303781509399414
IB문의건수_결제_R6M	24.257577896118164
이용금액_할부_B0M	24.24964141845703
증감율_이용건수_신용_분기	24.247522354125977
컨택건수_포인트소진_TM_R6M	24.18063735961914
_2순위납부업종_이용금액	23.852418899536133
증감율_이용금액_CA_분기	23.707090377807617
이용후경과월_일시불	23.68280601501465
여유_숙박이용금액	23.45526695251465
월중평잔_카드론	23.252334594726562
_1순위납부업종_이용금액	23.25111198425293
이용건수_신용_B0M	22.925922393798828
이용건수_CA_R3M	22.824951171875
변동률_할부평잔	22.8207950592041
이용금액_A페이_B0M	22.72528648376465
이용금액_C페이_R3M	22.67547607421875
인입후경과월_IB_R6M	22.379688262939453
연체잔액_할부_B0M	22.318252563476562
_3순위쇼핑업종_이용금액	22.238201141357422
할부건수_유이자_12M_R12M	22.106937408447266
이용개월수_전체_R6M	22.02862548828125
할부금액_유이자_12M_R12M	21.533201217651367
방문횟수_앱_B0M	21.517488479614258
최종카드론_대출월수	21.447519302368164
연체잔액_CA_B0M	21.212234497070312
RP건수_통신_B0M	21.06661605834961
이용금액_온라인_R3M	21.03791618347168
RP건수_보험_B0M	21.013145446777344
상향가능CA한도금액	20.98486328125
이용개월수_신판_R6M	20.906627655029297
RP건수_교통_B0M	20.870492935180664
이용건수_온라인_B0M	20.714744567871094
변동률_잔액_CA_B1M	20.61650848388672
최대이용금액_부분무이자_R12M	20.56462287902832
_3순위교통업종_이용금액	20.537612915039062
최종카드론_거치개월수	20.51289176940918
이용금액_연체_R3M	20.30002784729004
이용여부_3M_해외겸용_신용_본인	20.223711013793945
승인거절건수_BL_R3M	20.013490676879883
이용금액_페이_오프라인_R6M	19.951091766357422
이용금액_할부_유이자_R6M	19.92330551147461
이용건수_신용_R3M	19.4476261138916
이용금액_C페이_R6M	19.241931915283203
증감율_이용금액_CA_전월	19.18902015686035
금액_할부전환_R6M	19.11505699157715
이용금액_선결제_R6M	19.079940795898438
이용금액_부분무이자_R3M	18.652889251708984
이용개월수_할부_R6M	18.64411735534668
이용건수_선결제_R6M	18.483938217163086
이용금액_간편결제_R3M	18.264070510864258
방문횟수_모바일웹_R6M	18.051332473754883
RP건수_가스_B0M	18.02307891845703
방문일수_PC_B0M	17.764142990112305
이용금액_할부_R6M	17.585948944091797
이용금액_페이_오프라인_R3M	17.26024627685547
연체원금_B2M	17.209325790405273
이용후경과월_부분무이자	16.98527717590332
이용건수_A페이_R6M	16.955760955810547
변동률_잔액_B1M	16.92137336730957
할부건수_6M_R12M	16.812990188598633
캠페인접촉건수_R12M	16.771419525146484
연체잔액_일시불_B0M	16.634082794189453
증감율_이용건수_할부_분기	16.50299072265625
평잔_RV일시불_해외_6M	16.424827575683594
할부금액_부분_12M_R12M	16.264190673828125
증감율_이용건수_신판_전월	16.17281723022461
포인트_포인트_건별_B0M	15.978106498718262
RP건수_제휴사서비스직접판매_B0M	15.896066665649414
평잔_RV일시불_3M	15.893332481384277
승인거절건수_R3M	15.869590759277344
컨택건수_카드론_LMS_R6M	15.7756929397583
컨택건수_이용유도_인터넷_B0M	15.612176895141602
할부금액_14M_R12M	15.479769706726074
방문횟수_PC_B0M	15.434492111206055
이용금액_페이_오프라인_B0M	15.221430778503418
청구서발송여부_R6M	15.2061767578125
증감율_이용건수_일시불_전월	15.136317253112793
증감율_이용건수_CA_분기	14.94556999206543
컨택건수_CA_청구서_R6M	14.706902503967285
건수_할부전환_R3M	14.68972396850586
증감율_이용금액_신판_전월	14.550628662109375
할부건수_유이자_3M_R12M	14.477420806884766
선입금원금_B0M	13.899412155151367
이용건수_페이_오프라인_R6M	13.877214431762695
컨택건수_리볼빙_TM_R6M	13.852901458740234
이용금액_선결제_R3M	13.420366287231445
잔액_일시불_B1M	13.16320514678955
잔액_할부_B1M	13.079022407531738
이용건수_페이_온라인_R3M	12.81414794921875
이용건수_할부_R6M	12.73235034942627
인입후경과월_ARS	12.571045875549316
RP유형건수_B0M	12.446893692016602
_3순위납부업종_이용금액	12.338733673095703
이용건수_할부_무이자_R6M	12.188353538513184
증감율_이용건수_CA_전월	12.165458679199219
이용금액_A페이_R6M	11.792673110961914
증감율_이용건수_카드론_분기	11.775105476379395
이용금액_부분무이자_R6M	11.691170692443848
이용건수_선결제_B0M	11.504236221313477
이용금액_카드론_R6M	11.483531951904297
이용금액_B페이_B0M	11.027471542358398
이용횟수_연체_R3M	10.783798217773438
월중평잔_할부_B0M	9.774221420288086
증감율_이용건수_할부_전월	9.714751243591309
이용건수_페이_오프라인_R3M	9.013359069824219
이용개월수_할부_무이자_R3M	8.953458786010742
이용건수_부분무이자_R6M	8.724932670593262
이용건수_선결제_R3M	8.579891204833984
증감율_이용건수_신용_전월	8.455185890197754
이용금액_할부_유이자_B0M	8.160706520080566
평잔_CA_해외_3M	7.880378723144531
컨택건수_부대서비스_TM_R6M	7.134015083312988
인입횟수_ARS_B0M	6.896246433258057
방문일수_PC_R6M	6.657748222351074
이용후경과월_체크	6.613903045654297
IB문의건수_사용승인내역_R6M	6.237022876739502
이용개월수_일시불_R3M	6.003990173339844
이용개월수_부분무이자_R6M	5.973660945892334
컨택건수_신용발급_TM_R6M	5.738484859466553
이용건수_할부_무이자_B0M	5.477541446685791
이용건수_A페이_R3M	5.449130058288574
이용금액_D페이_R3M	4.914905071258545
IB문의건수_정보변경_R6M	3.4541330337524414
증감_RP건수_가스_전월	2.8388490676879883
이용건수_할부_무이자_R3M	2.583481550216675
소지여부_신용	2.52215576171875
이용개월수_D페이_R6M	2.29872989654541
RP건수_전기_B0M	2.088399887084961
이용건수_CA_B0M	1.6389782428741455
할부건수_유이자_6M_R12M	1.618377685546875
평잔_CA_해외_6M	1.5669622421264648
이용건수_할부_B0M	1.4507628679275513
인입횟수_ARS_R6M	1.2830982208251953
증감_RP유형건수_전월	1.0640897750854492
할부건수_12M_R12M	0.5544652938842773
이용개월수_CA_R3M	0.06792482733726501
